Expediente,"Número resolución","Fecha Publicación","Alcance Gaceta",Gaceta,Producto,"Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único",Canon,"Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo Peddlers","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas","Precio Terminal sin impuesto ni subsidio Sectorial",Rige,"Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa Peddlers","Margen de comercializador masa","ID SIET",Observaciones
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"Diésel pesado",584.8,69.67,256.26634,,,0,0,0,,0,0,,0,,35,0,50.38,0,,306.647,,341.647,,345.393,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"Emulsión asfáltica",584.8,37.381,137.49809,,,0,0,0,,0,0,,0,,26.75,0,27.03,0,,164.527,,191.277,,195.023,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"LPG (70-30)",584.8,43.818,161.17523,,,0,0,0,,0,0,,0.96,,36.5,0,31.69,0,,193.821,,230.321,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,Av-Gas,584.8,127.166,467.75319,,,0,0,0,,0,0,,0,,181.25,0,91.96,0,,559.709,,740.959,,0,0,14.13,5.902,0,,,755,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"Jet fuel A-1",584.8,74.342,273.4513,,,0,0,0,,0,0,,0.61,,108.5,0,53.76,0,,327.819,,436.319,,0,0,14.13,5.902,0,,,450,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"Nafta liviana",584.8,70.148,258.02456,,,0,0,0,,0,0,,0,,25.5,0,50.72,0,,308.748,,334.248,,337.994,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-131-2009,RRG-10152-2009,07-10-2009,,195,"Nafta Pesada",584.8,70.568,259.56944,,,0,0,0,,0,0,,0,,25.5,0,51.03,0,,310.596,,336.096,,339.842,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Gasolina súper",586.85,83.749,309.13283,,,0,0,0,,0,0,,3.35,,189.5,0,57.06,0,,369.546,,559.046,,562.792,35.966,0,5.902,0,,,601,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Gasolina plus 91",586.85,81.577,301.11558,,,0,0,0,,0,0,,1.72,,181.25,0,55.58,0,,358.42,,539.67,,543.416,35.966,0,5.902,0,,,582,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Gasolina plus 91 pescadores",586.85,81.577,301.11558,,,0,0,0,,0,0,,1.72,,0,0,55.58,0,,358.42,,358.42,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Diésel 0,05% S",586.85,79.545,293.6151,,,0,0,0,,0,0,,8.92,,107,0,54.2,0,,356.735,,463.735,,467.481,35.966,0,5.902,0,,,506,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Diésel 0,05% S pescadores",586.85,79.545,293.6151,,,0,0,0,,0,0,,8.92,,0,0,54.2,0,,356.735,,356.735,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Diésel térmico",586.85,77.851,287.36223,,,0,0,0,,0,0,,8.92,,107,0,53.04,0,,349.326,,456.326,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,Keroseno,586.85,79.781,294.48621,,,0,0,0,,0,0,,0,,52.25,0,54.36,0,,348.846,,401.096,,404.842,0,0,5.902,0,,,443,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,Búnker,586.85,64.675,238.72722,,,0,0,0,,0,0,,-9.47,,18,0,44.07,0,,273.324,,291.324,,295.07,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"IFO 380",586.85,65.469,241.65801,,,0,0,0,,0,0,,0,,0,0,44.61,0,,286.265,,286.265,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,Asfalto,586.85,57.104,210.78127,,,0,0,0,,0,0,,-0.21,,36.5,0,38.91,0,,249.479,,285.979,,289.725,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Diésel pesado",586.85,71.952,265.58795,,,0,0,0,,0,0,,0,,35,0,49.02,0,,314.613,,349.613,,353.359,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Emulsión asfáltica",586.85,37.807,139.55253,,,0,0,0,,0,0,,0,,26.75,0,25.76,0,,165.311,,192.061,,195.807,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"LPG (70-30)",586.85,41.065,151.5784,,,0,0,0,,0,0,,0.96,,36.5,0,27.98,0,,180.517,,217.017,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,Av-Gas,586.85,130.381,481.26004,,,0,0,0,,0,0,,0,,181.25,0,88.84,0,,570.097,,751.347,,0,0,14.13,5.902,0,,,765,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Jet fuel A-1",586.85,79.781,294.48621,,,0,0,0,,0,0,,0.61,,108.5,0,54.36,0,,349.456,,457.956,,0,0,14.13,5.902,0,,,472,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Nafta liviana",586.85,79.344,292.87317,,,0,0,0,,0,0,,0,,25.5,0,54.06,0,,346.933,,372.433,,376.179,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-114-2009,RRG-10074-2009,17-09-2009,,181,"Nafta Pesada",586.85,79.764,294.42346,,,0,0,0,,0,0,,0,,25.5,0,54.35,0,,348.77,,374.27,,378.016,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Gasolina súper",586.8,74.551,275.15789,,,0,0,0,,0,0,,3.35,,188.75,0,56.64,0,,335.151,,523.901,,527.647,35.966,0,5.902,0,,,566,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Gasolina plus 91",586.8,72.773,268.59552,,,0,0,0,,0,0,,1.72,,180.5,0,55.29,0,,325.606,,506.106,,509.852,35.966,0,5.902,0,,,548,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Gasolina plus 91 pescadores",586.8,72.773,268.59552,,,0,0,0,,0,0,,1.72,,0,0,55.29,0,,325.606,,325.606,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Diésel 0,05% S",586.8,70.658,260.78934,,,0,0,0,,0,0,,8.92,,106.5,0,53.69,0,,323.396,,429.896,,433.642,35.966,0,5.902,0,,,472,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Diésel 0,05% S pescadores",586.8,70.658,260.78934,,,0,0,0,,0,0,,8.92,,0,0,53.69,0,,323.396,,323.396,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Diésel térmico",586.8,68.137,251.48466,,,0,0,0,,0,0,,8.92,,106.5,0,51.77,0,,312.176,,418.676,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,Keroseno,586.8,72.929,269.1713,,,0,0,0,,0,0,,0,,52,0,55.41,0,,324.58,,376.58,,380.326,0,0,5.902,0,,,418,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,Búnker,586.8,59.385,219.18218,,,0,0,0,,0,0,,-9.47,,18,0,45.12,0,,254.832,,272.832,,276.578,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"IFO 380",586.8,61.186,225.82944,,,0,0,0,,0,0,,0,,0,0,46.49,0,,272.315,,272.315,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,Asfalto,586.8,59.353,219.06408,,,0,0,0,,0,0,,-0.21,,36.25,0,45.1,0,,263.95,,300.2,,303.946,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Diésel pesado",586.8,64.219,237.02384,,,0,0,0,,0,0,,0,,34.75,0,48.79,0,,285.816,,320.566,,324.312,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Emulsión asfáltica",586.8,38.582,142.40106,,,0,0,0,,0,0,,0,,26.75,0,29.31,0,,171.717,,198.467,,202.213,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"LPG (70-30)",586.8,36.678,135.37365,,,0,0,0,,0,0,,0.96,,36.25,0,27.87,0,,164.202,,200.452,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,Av-Gas,586.8,125.055,461.56147,,,0,0,0,,0,0,,0,,180.5,0,95.01,0,,556.578,,737.078,,0,0,14.13,5.902,0,,,751,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Jet fuel A-1",586.8,72.929,269.1713,,,0,0,0,,0,0,,0.61,,108,0,55.41,0,,325.19,,433.19,,0,0,14.13,5.902,0,,,447,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Nafta liviana",586.8,70.157,258.94021,,,0,0,0,,0,0,,0,,25.5,0,53.3,0,,312.245,,337.745,,341.491,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-082-2009,RRG-9970-2009,11-08-2009,,155,"Nafta Pesada",586.8,70.577,260.49038,,,0,0,0,,0,0,,0,,25.5,0,53.62,0,,314.115,,339.615,,343.361,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Gasolina súper",586.8,74.551,275.15789,,,0,0,0,,0,0,,3.35,,189.5,0,56.64,0,,335.151,0,524.651,,528.397,35.966,0,0,0,0,0,567,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Gasolina plus 91",586.8,72.773,268.59552,,,0,0,0,,0,0,,1.72,,181.25,0,55.29,0,,325.606,0,506.856,,510.602,35.966,0,0,0,0,0,549,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Gasolina plus 91 pescadores",586.8,72.773,268.59552,,,0,0,0,,0,0,,1.72,,0,0,55.29,0,,325.606,0,325.606,,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Diésel 0,05% S",586.8,70.658,260.78934,,,0,0,0,,0,0,,8.92,,107,0,53.69,0,,323.396,0,430.396,,434.142,35.966,0,0,0,0,0,472,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Diésel 0,05% S pescadores",586.8,70.658,260.78934,,,0,0,0,,0,0,,8.92,,0,0,53.69,0,,323.396,0,323.396,,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Diésel térmico",586.8,68.137,251.48466,,,0,0,0,,0,0,,8.92,,107,0,51.77,0,,312.176,0,419.176,,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,Keroseno,586.8,72.929,269.1713,,,0,0,0,,0,0,,0,,52.25,0,55.41,0,,324.58,0,376.83,,380.576,0,0,0,0,0,0,419,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,Búnker,586.8,59.385,219.18218,,,0,0,0,,0,0,,-9.47,,18,0,45.12,0,,254.832,0,272.832,,276.578,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"IFO 380",586.8,61.186,225.82944,,,0,0,0,,0,0,,0,,0,0,46.49,0,,272.315,0,272.315,,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,Asfalto,586.8,59.353,219.06408,,,0,0,0,,0,0,,-0.21,,36.5,0,45.1,0,,263.95,0,300.45,,304.196,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Diésel pesado",586.8,64.219,237.02384,,,0,0,0,,0,0,,0,,35,0,48.79,0,,285.816,0,320.816,,324.562,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Emulsión asfáltica",586.8,38.582,142.40106,,,0,0,0,,0,0,,0,,26.75,0,29.31,0,,171.717,0,198.467,,202.213,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"LPG (70-30)",586.8,36.678,135.37365,,,0,0,0,,0,0,,0.96,,36.5,0,27.87,0,,164.202,0,200.702,,0,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,Av-Gas,586.8,125.055,461.56147,,,0,0,0,,0,0,,0,,181.25,0,95.01,0,,556.578,0,737.828,,0,0,14.13,0,0,0,0,752,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Jet fuel A-1",586.8,72.929,269.1713,,,0,0,0,,0,0,,0.61,,108.5,0,55.41,0,,325.19,0,433.69,,0,0,14.13,0,0,0,0,448,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Nafta liviana",586.8,70.157,258.94021,,,0,0,0,,0,0,,0,,25.5,0,53.3,0,,312.245,0,337.745,,341.491,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-094-2009,RRG-9971-2009,11-08-2009,,155,"Nafta Pesada",586.8,70.577,260.49038,,,0,0,0,,0,0,,0,,25.5,0,53.62,0,,314.115,0,339.615,,343.361,0,0,0,0,0,0,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Gasolina súper",579.18,82.445,300.34214,,,0,0,0,,0,0,,-21.03,,188.75,0,59.84,0,,339.153,,527.903,,531.649,35.966,0,5.902,0,,,570,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Gasolina plus 91",579.18,80.421,292.96883,,,0,0,0,,0,0,,-22.5,,180.5,0,58.37,0,,328.842,,509.342,,513.088,35.966,0,5.902,0,,,551,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Gasolina plus 91 pescadores",579.18,80.421,292.96883,,,0,0,0,,0,0,,-22.5,,0,0,58.37,0,,328.842,,328.842,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Diésel 0,05% S",579.18,72.33,263.4938,,,0,0,0,,0,0,,-2.28,,106.5,0,52.5,0,,313.712,,420.212,,423.958,35.966,0,5.902,0,,,462,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Diésel 0,05% S pescadores",579.18,72.33,263.4938,,,0,0,0,,0,0,,-2.28,,0,0,52.5,0,,313.712,,313.712,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Diésel térmico",579.18,71.604,260.84903,,,0,0,0,,0,0,,-2.28,,106.5,0,51.97,0,,310.538,,417.038,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,Keroseno,579.18,74.218,270.37167,,,0,0,0,,0,0,,0,,52,0,53.87,0,,324.241,,376.241,,379.987,0,0,5.902,0,,,418,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,Búnker,579.18,58.841,214.35419,,,0,0,0,,0,0,,-10.88,,18,0,42.71,0,,246.182,,264.182,,267.928,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"IFO 380",579.18,59.545,216.91882,,,0,0,0,,0,0,,0,,0,0,43.22,0,,260.14,,260.14,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,Asfalto,579.18,48.545,176.84649,,,0,0,0,,0,0,,36.34,,36.25,0,35.23,0,,248.42,,284.67,,288.416,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Diésel pesado",579.18,65.89,240.03327,,,0,0,0,,0,0,,0,,34.75,0,47.82,0,,287.856,,322.606,,326.352,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Emulsión asfáltica",579.18,32.491,118.36274,,,0,0,0,,0,0,,0,,26.75,0,23.58,0,,141.945,,168.695,,172.441,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"LPG (70-30)",579.18,38.753,141.17483,,,0,0,0,,0,0,,-16.51,,36.25,0,28.13,0,,152.791,,189.041,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,Av-Gas,579.18,128.778,469.13044,,,0,0,0,,0,0,,0,,180.5,0,93.47,0,,562.601,,743.101,,0,0,14.13,5.902,0,,,757,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Jet fuel A-1",579.18,74.218,270.37167,,,0,0,0,,0,0,,-32.81,,108,0,53.87,0,,291.431,,399.431,,0,0,14.13,5.902,0,,,414,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Nafta liviana",579.18,73.973,269.47915,,,0,0,0,,0,0,,0,,25.5,0,53.69,0,,323.168,,348.668,,352.414,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-071-2009,RRG-9896-2009,16-07-2009,,137,"Nafta Pesada",579.18,74.393,271.00919,,,0,0,0,,0,0,,0,,25.5,0,54,0,,325.003,,350.503,,354.249,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Gasolina súper",577.93,62.662,227.7812,,,0,0,0,,0,0,,-24.38,,188.75,0,58.43,0,,261.835,,450.585,,454.331,35.966,0,5.902,0,,,492,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Gasolina plus 91",577.93,60.045,218.2682,,,0,0,0,,0,0,,-24.22,,180.5,0,55.99,0,,250.042,,430.542,,434.288,35.966,0,5.902,0,,,472,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Gasolina plus 91 pescadores",577.93,60.045,218.2682,,,0,0,0,,0,0,,-24.22,,0,0,55.99,0,,250.042,,250.042,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Diésel 0,05% S",577.93,57.625,209.47132,,,0,0,0,,0,0,,-11.2,,106.5,0,53.74,0,,252.008,,358.508,,362.254,35.966,0,5.902,0,,,400,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Diésel 0,05% S pescadores",577.93,57.625,209.47132,,,0,0,0,,0,0,,-11.2,,0,0,53.74,0,,252.008,,252.008,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Diésel térmico",577.93,55.863,203.06631,,,0,0,0,,0,0,,-11.2,,106.5,0,52.09,0,,243.957,,350.457,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,Keroseno,577.93,57.244,208.08635,,,0,0,0,,0,0,,0,,52,0,53.38,0,,261.468,,313.468,,317.214,0,0,5.902,0,,,355,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,Búnker,577.93,46.745,169.92168,,,0,0,0,,0,0,,-1.41,,18,0,43.59,0,,212.104,,230.104,,233.85,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"IFO 380",577.93,47.159,171.4266,,,0,0,0,,0,0,,0,,0,0,43.98,0,,215.403,,215.403,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,Asfalto,577.93,42.716,155.27595,,,0,0,0,,1.18605,0,,36.55,,36.25,0,40.14,0,,233.152,,269.402,,273.148,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Diésel pesado",577.93,51.781,188.22793,,,0,0,0,,0,0,,0,,34.75,0,48.29,0,,236.514,,271.264,,275.01,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Emulsión asfáltica",577.93,28.132,102.26199,,,0,0,0,,0,0,,0,,26.75,0,26.4,0,,129.33,,156.08,,159.826,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"LPG (70-30)",577.93,30.127,109.51397,,,0,0,0,,0,0,,-17.47,,36.25,0,28.09,0,,120.136,,156.386,,0,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,Av-Gas,577.93,111.334,404.70767,,,0,0,0,,0,0,,0,,180.5,0,103.82,0,,508.527,,689.027,,0,0,14.13,5.902,0,,,703,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Jet fuel A-1",577.93,57.244,208.08635,,,0,0,0,,0,0,,-33.42,,108,0,53.38,0,,228.048,,336.048,,0,0,14.13,5.902,0,,,350,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Nafta liviana",577.93,56.755,206.3088,,,0,0,0,,0,0,,0,,25.5,0,52.92,0,,259.232,,284.732,,288.478,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-052-2009,RRG-9823-2009,12-06-2009,,113,"Nafta Pesada",577.93,57.175,207.83553,,,0,0,0,,0,0,,0,,25.5,0,53.32,0,,261.151,,286.651,,290.397,0,0,0,0,,,0,0,0,0,,True,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Gasolina súper",571.16,59.022,212.03624,,,0,0,0,,0,0,,-7.8,,187.25,0,62.40227,0,,266.64,,453.89,,457.636,35.966,0,5.902,0,,,496,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Gasolina plus 91",571.16,57.525,206.65827,,,0,0,0,,0,0,,-0.31,,179,0,60.81953,0,,267.17,,446.17,,449.916,35.966,0,5.902,0,,,488,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Gasolina plus 91 pescadores",571.16,57.525,206.65827,,,0,0,0,,0,0,,-0.31,,0,0,60.81953,0,,267.17,,267.17,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Diésel 0,05% S",571.16,59.437,213.52712,,,0,0,0,,0,0,,6.17,,105.5,0,62.84103,0,,282.539,,388.039,,391.785,35.966,0,5.902,0,,,430,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Diésel 0,05% S pescadores",571.16,59.437,213.52712,,,0,0,0,,0,0,,6.17,,0,0,62.84103,0,,282.539,,282.539,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Diésel térmico",571.16,56.16709,201.78,,,0,0,0,,0,0,,6.17,,105.5,0,62.84103,0,,270.791,,376.291,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,Keroseno,571.16,59.38,213.32235,,,0,0,0,,0,0,,0,,51.5,0,62.78077,0,,276.103,,327.603,,331.349,0,0,5.902,0,,,369,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,Búnker,571.16,41.582,149.38313,,,0,0,0,,0,0,,0,,17.75,0,43.96345,0,,193.346,,211.096,,214.842,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"IFO 380",571.16,43.366,155.79214,,,0,0,0,,0,0,,0,,0,0,45.84963,0,,201.643,,201.643,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,Asfalto,571.16,42.553,152.87144,,,0,0,0,,0,0,,2.49,,36,0,44.99006,0,,200.349,,236.349,,240.095,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Diésel pesado",571.16,50.603,181.79102,,,0,0,0,,0,0,,0,,34.5,0,53.5011,0,,235.293,,269.793,,273.539,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"Emulsión asfáltica",571.16,27.558,99.00198,,,0,0,0,,0,0,,0,,26.5,0,29.13628,0,,128.139,,154.639,,158.385,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,"LPG (70-30)",571.16,30.849,110.82488,,,0,0,0,,0,0,,-5.11,,36,0,32.61576,0,,138.331,,174.331,,0,0,0,0,0,,,0,0,0,0,,False,,,,,,,,
ET-038-2009,RRG-9770-2009,22-05-2009,,98,Av-Gas,571.16,107.062,384.6197,,,0,0,0,,0,0,,0,,179,0,113.19358,0,,497.813,,676.813,,0,0,14.13,5.902,0,,,691,0,0,0,,False,,,,,,,,
